Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI,Interest_Rate,Tenure_Months,Debt_to_Income,Income_Stability,Fraud_Score,Credit_Score,Approval,Default,NPA
LOAN_00000900,CUST_00000940,Two Wheeler Loan,771607.2,68581.64,12.07,12,4.0963,0.809,0.271,615,0,0,0
LOAN_00000901,CUST_00000942,Personal Loan,974393.08,34213.49,15.91,36,2.0764,0.516,0.271,612,0,0,0
LOAN_00000902,CUST_00000942,Personal Loan,876686.86,41317.84,12.12,24,4.584,0.812,0.271,612,0,0,0
LOAN_00000903,CUST_00000943,Home Loan,4358658.18,42921.43,8.5,180,0.1321,0.962,0.248,754,1,0,0
LOAN_00000904,CUST_00000943,Personal Loan,967370.52,85755.23,11.57,12,0.3961,0.654,0.248,754,1,0,0
LOAN_00000905,CUST_00000944,Two Wheeler Loan,1403164.92,25396.82,12.83,84,0.7872,0.952,0.176,646,0,0,0
LOAN_00000906,CUST_00000945,Personal Loan,184752.18,4152.79,12.46,60,0.2159,0.889,0.242,634,1,0,0
LOAN_00000907,CUST_00000947,Business Loan,942308.61,16553.8,11.84,84,0.0434,0.747,0.328,771,1,0,0
LOAN_00000908,CUST_00000947,Home Loan,6470432.87,59302.49,9.26,240,0.1989,0.629,0.328,771,1,0,0
LOAN_00000909,CUST_00000948,Personal Loan,975055.45,33557.61,14.49,36,1.6221,0.779,0.244,657,0,0,0
LOAN_00000910,CUST_00000950,Personal Loan,647459.89,17059.64,12.03,48,0.5569,0.549,0.264,617,0,0,0
LOAN_00000911,CUST_00000951,Business Loan,543857.16,9778.88,12.61,84,0.2445,0.811,0.301,606,0,0,0
LOAN_00000912,CUST_00000951,Personal Loan,426434.98,12050.37,15.84,48,0.5458,0.585,0.301,606,0,0,0
LOAN_00000913,CUST_00000951,Auto Loan,810483.56,18565.7,13.3,60,1.01,0.71,0.301,606,0,0,0
LOAN_00000914,CUST_00000952,Personal Loan,945869.67,32825.95,15.08,36,1.2705,0.913,0.268,660,0,0,0
LOAN_00000915,CUST_00000952,Two Wheeler Loan,1929291.14,169624.32,10.01,12,7.8356,0.989,0.268,660,0,0,0
LOAN_00000916,CUST_00000954,Home Loan,3155747.32,40421.07,9.26,120,1.076,0.605,0.239,641,0,0,0
LOAN_00000917,CUST_00000957,Personal Loan,140030.05,3655.3,11.53,48,0.0825,0.847,0.212,652,1,0,0
LOAN_00000918,CUST_00000958,Home Loan,4347572.84,53833.95,8.47,120,1.8603,0.837,0.304,628,0,0,0
LOAN_00000919,CUST_00000958,Auto Loan,225195.11,19826.52,10.27,12,2.5454,0.851,0.304,628,0,0,0
LOAN_00000920,CUST_00000965,Personal Loan,579919.62,19598.49,13.21,36,1.0911,0.892,0.284,617,0,0,0
LOAN_00000921,CUST_00000965,Two Wheeler Loan,1755426.28,154550.38,10.27,12,9.695,0.98,0.284,617,0,0,0
LOAN_00000922,CUST_00000966,Home Loan,3225445.25,40492.9,8.79,120,0.3945,0.659,0.293,716,1,0,0
LOAN_00000923,CUST_00000967,Auto Loan,390050.51,6956.58,12.34,84,0.4182,0.808,0.265,647,0,0,0
LOAN_00000924,CUST_00000967,Auto Loan,1835091.33,33075.42,12.69,84,2.4066,0.879,0.265,647,0,0,0
LOAN_00000925,CUST_00000968,Two Wheeler Loan,262639.15,23118.26,10.23,12,0.6057,0.483,0.231,661,0,0,0
LOAN_00000926,CUST_00000972,Home Loan,7808708.58,78552.11,8.86,180,2.3303,0.873,0.196,660,0,0,0
LOAN_00000927,CUST_00000973,Business Loan,725818.33,12754.53,11.85,84,0.0804,0.627,0.236,745,1,0,0
LOAN_00000928,CUST_00000973,Gold Loan,1417098.13,45579.54,9.78,36,0.3675,0.897,0.236,745,1,0,0
LOAN_00000929,CUST_00000973,Personal Loan,837103.75,75575.32,15.05,12,0.8436,0.932,0.236,745,0,0,0
LOAN_00000930,CUST_00000977,Home Loan,5552407.94,68990.48,8.55,120,2.0925,0.848,0.249,646,0,0,0
LOAN_00000931,CUST_00000978,Two Wheeler Loan,1729754.54,153266.13,11.48,12,5.8066,0.898,0.197,654,0,0,0
LOAN_00000932,CUST_00000978,Personal Loan,834042.98,18582.34,12.07,60,6.5106,0.897,0.197,654,0,0,0
LOAN_00000933,CUST_00000979,Two Wheeler Loan,978667.95,33097.89,13.26,36,1.0763,0.714,0.151,679,0,0,0
LOAN_00000934,CUST_00000980,Personal Loan,494370.32,24172.85,15.86,24,0.9231,0.774,0.173,636,0,0,0
LOAN_00000935,CUST_00000981,Two Wheeler Loan,193619.94,3512.86,12.91,84,0.0223,0.653,0.289,756,1,0,0
LOAN_00000936,CUST_00000984,Personal Loan,271726.46,6257.98,13.54,60,0.1309,0.866,0.228,657,1,0,0
LOAN_00000937,CUST_00000984,Personal Loan,198514.87,4564.73,13.47,60,0.2263,0.919,0.228,657,1,0,0
LOAN_00000938,CUST_00000986,Home Loan,5876883.83,57596.74,8.42,180,1.9521,0.804,0.285,647,0,0,0
LOAN_00000939,CUST_00000987,Personal Loan,615294.03,20410.13,11.91,36,1.2207,0.713,0.224,630,0,0,0
LOAN_00000940,CUST_00000987,Two Wheeler Loan,1437798.29,31881.4,11.86,60,3.1274,0.872,0.224,630,0,0,0
LOAN_00000941,CUST_00000987,Business Loan,1208332.53,21104.87,11.65,84,4.3896,0.721,0.224,630,0,0,0
LOAN_00000942,CUST_00000988,Home Loan,5312124.44,49411.95,9.47,240,1.7751,0.967,0.322,617,0,0,0
LOAN_00000943,CUST_00000989,Auto Loan,1545339.13,135931.74,10.1,12,2.7465,0.592,0.296,656,0,0,0
LOAN_00000944,CUST_00000989,Personal Loan,343804.71,11424.16,12.03,36,2.9773,0.825,0.296,656,0,0,0
LOAN_00000945,CUST_00000990,Gold Loan,568820.1,12452.8,11.3,60,0.417,0.816,0.209,635,0,0,0
LOAN_00000946,CUST_00000990,Personal Loan,671321.92,60077.24,13.37,12,2.429,0.919,0.209,635,0,0,0
LOAN_00000947,CUST_00000992,Auto Loan,318520.78,5670.57,12.28,84,0.0596,0.845,0.264,718,1,0,0
LOAN_00000948,CUST_00000992,Gold Loan,726952.3,16670.94,13.35,60,0.2347,0.716,0.264,718,1,0,0
LOAN_00000949,CUST_00000993,Home Loan,4006914.65,38802.8,8.22,180,0.9928,0.871,0.217,638,0,0,0
LOAN_00000950,CUST_00000994,Two Wheeler Loan,261880.91,23280.05,12.1,12,0.293,0.807,0.239,706,1,0,0
LOAN_00000951,CUST_00000994,Business Loan,1469114.2,49189.49,12.56,36,0.912,0.899,0.239,706,0,0,0
LOAN_00000952,CUST_00000995,Personal Loan,495219.06,17342.05,15.72,36,0.6143,0.783,0.326,611,0,0,0
LOAN_00000953,CUST_00000995,Home Loan,4129255.91,33417.01,8.56,300,1.798,0.823,0.326,611,0,0,0
LOAN_00000954,CUST_00000996,Two Wheeler Loan,1407257.99,124231.43,10.78,12,7.8128,0.688,0.462,560,0,0,0
LOAN_00000955,CUST_00000997,Personal Loan,455085.75,10570.18,13.92,60,0.2309,0.844,0.217,642,1,0,0
LOAN_00000956,CUST_00000998,Personal Loan,579195.21,20089.34,15.04,36,0.5872,0.543,0.216,645,0,0,0
LOAN_00000957,CUST_00000998,Home Loan,8963979.17,90705.47,8.96,180,3.2384,0.792,0.216,645,0,0,0
LOAN_00000958,CUST_00000999,Two Wheeler Loan,809935.56,71602.34,11.05,12,3.0896,0.889,0.349,625,0,0,0
LOAN_00000959,CUST_00001000,Personal Loan,614020.49,17079.31,14.97,48,0.9112,0.722,0.195,667,0,0,0
